của	395917	cuả	575
người	381575	ngừơi	36	ngươì	22
nói	356443	noí	17
lại	305016	laị	41
được	255705	đựơc	113
này	202248	naỳ	12
phải	188722	phaỉ	3
vào	185568	vaò	36
với	180143	vơí	16
thấy	171137	thâý	4
rồi	170348	rôì	43
biết	139129	bíêt	13
nào	123634	naò	17
đầu	121464	đâù	30
cái	109170	caí	2
tiếng	102858	tíêng	1
lão	101513	laõ	3
vậy	95860	vâỵ	7
trước	94651	trứơc	21
tiểu	90394	tỉêu	7	tiêủ	1
tới	89691	tơí	5
hỏi	87705	hoỉ	1
cười	85092	cươì	11	cừơi	10
nữa	80867	nưã	32
đại	79059	đaị	1
mới	78705	mơí	3
muốn	74669	múôn	6
giờ	74346	gìơ	6
chuyện	73761	chuỵên	9
xuống	73683	xúông	2
nếu	73620	nêú	3
vừa	72907	vưà	17
việc	71735	vịêc	14
ấy	71471	âý	10
ngày	65159	ngaỳ	14
tại	63236	taị	16
lời	62579	lơì	3
đều	61795	đêù	10
lấy	58867	lâý	8
nhiều	53060	nhiêù	25	nhìêu	6
nước	52344	nứơc	15
kiếm	51724	kíêm	2
đường	50985	đừơng	6
phía	49007	phiá	132
ngoài	48829	ngòai	179	ngoaì	3
thiếu	48824	thiêú	1	thíêu	1
điều	48513	điêù	8	đìêu	5
mấy	48436	mâý	7
đối	47998	đôí	2
tiếp	46821	tíêp	2
thời	44228	thơì	1
cửa	43640	cưả	8
hiện	43632	hịên	4
hiểu	43047	hiêủ	2	hỉêu	1
bước	42533	bứơc	11
quá	42185	qúa	163
khỏi	40945	khoỉ	1
toàn	40806	tòan	134
mọi	39831	moị	5
ngồi	39538	ngôì	7
chiếc	38310	chíêc	1
hoàng	38273	hòang	64
trường	38079	trừơng	3
chạy	37834	chaỵ	5
thường	36609	thừơng	12
thái	36395	thaí	2
trời	35267	trơì	1
áo	35095	aó	13
đạo	33839	đaọ	7
giáo	33676	gíao	9	giaó	4
thượng	32078	thựơng	3
quả	31107	qủa	75
dưới	30703	dứơi	3	dươí	2
cuộc	30592	cụôc	1
dài	30067	daì	6
chịu	30059	chiụ	7
tiền	29174	tìên	2
nổi	28930	nôỉ	3
cậu	28383	câụ	4
gọi	28373	goị	4
khiến	28205	khíên	1
chiến	27186	chíên	2
hoàn	27160	hòan	108
hãy	27145	haỹ	3
giọng	26889	gịong	9
Đại	26328	Đaị	1
gái	25516	gaí	1
quyết	25242	quýêt	2
đời	25154	đơì	2
xuất	24651	xúât	2
vội	24320	vôị	1
giải	24320	giaỉ	2	gỉai	1
giữa	24202	giưã	6	gĩưa	1
tưởng	24155	tửơng	1
tài	23666	taì	26
phái	23486	phaí	1
biến	22995	bíên	2
mười	22792	mừơi	1
hồi	22582	hôì	6
tối	22500	tôí	5
nghĩa	22491	nghiã	64
giả	22253	gỉa	18
ngựa	22015	ngưạ	5
tuyệt	21564	tuỵêt	4
báo	21504	baó	5
đấy	20959	đâý	1
giác	20518	gíac	2
giữ	20300	gĩư	6
mỗi	20062	môĩ	6
trái	20051	traí	1
giới	19932	gíơi	2
cứu	19646	cưú	4
núi	19413	nuí	2
cầu	19358	câù	4
chúa	19055	chuá	60
nội	18847	nôị	1
lợi	18660	lơị	1
mày	18491	maỳ	1
muội	18484	mụôi	1
hải	18416	haỉ	4
cuối	18343	cuôí	1
dậy	18170	dâỵ	1
già	18135	gìa	49
triệu	18096	triêụ	1	trịêu	1
điểm	18027	đỉêm	1
tuổi	17805	tuôỉ	1	tủôi	1
trưởng	17635	trửơng	25
điện	17600	địên	4
kiến	17495	kíên	1
kéo	17031	keó	7
đổi	16816	đôỉ	4
giúp	16617	gíup	3
hại	16501	haị	11
quyền	16474	quỳên	1
rượu	16145	rựơu	2
vài	16139	vaì	7
cháu	16135	chaú	3
hầu	16048	hâù	1
biệt	15562	bịêt	4
hướng	15063	hứơng	2
hiệu	14979	hịêu	1	hiêụ	1
giá	14859	gía	50
chuyển	14857	chuỷên	20
thuộc	14649	thụôc	2
hiệp	14648	hịêp	1
đứa	14391	đưá	11
máy	14324	maý	3
thủy	14280	thuỷ	2307
hóa	14196	hoá	4148
tội	14056	tôị	22
địa	13948	điạ	20
quỷ	13864	qủy	186
bối	13845	bôí	1
màu	13818	maù	1
hoặc	13812	họăc	2
thừa	13756	thưà	8
quái	13577	quaí	1	qúai	1
buồn	13447	bùôn	1
hữu	13347	hưũ	3
gió	13295	gío	13
máu	13217	maú	2
tượng	13024	tựơng	4
thoát	12928	thóat	49
nỗi	12860	nôĩ	2
bài	12850	baì	19
mũi	12793	muĩ	3
loại	12687	lọai	46	loaị	2
lửa	12423	lưả	1
mời	12403	mơì	1
trượng	12383	trựơng	2
tường	12220	từơng	1
diện	12151	dịên	1
đội	12145	đôị	4
lượng	11943	lựơng	3
ngài	11897	ngaì	1
hòa	11850	hoà	3332
đảo	11820	đaỏ	1
quý	11623	qúy	308
đoạn	11443	đọan	91
luyện	11415	luỵên	2
tạo	11162	taọ	2
thuật	11120	thụât	1
tiện	10746	tịên	1
đoán	10712	đóan	80
đuổi	10564	đủôi	2
sáu	10477	saú	2
khoảng	10421	khỏang	46
yếu	10397	yêú	2
quán	10340	qúan	16
hào	10024	haò	2
ngoại	9859	ngọai	66
biển	9717	bỉên	1
chiều	9695	chiêù	1	chìêu	1
dường	9692	dừơng	1
việt	9539	vịêt	1
thầy	9485	thâỳ	3
liệt	9231	lịêt	2
liệu	9219	liêụ	1
huyệt	9153	huỵêt	1
nghiệp	8892	nghịêp	1
biểu	8727	bỉêu	8
buổi	8633	bủôi	1
cửu	8560	cưủ	1
Đoàn	8521	Đòan	5
tựa	8480	tưạ	3
loạn	8466	lọan	45
đẩy	8173	đâỷ	15
lỗi	8095	lôĩ	1
chiếu	8019	chiêú	2
tuần	7902	tùân	2
giường	7751	giừơng	4
dạy	7736	daỵ	1
mái	7660	maí	2
cường	7456	cừơng	1
bữa	7355	bưã	4
ngược	7321	ngựơc	3
hoảng	7314	hỏang	21
triều	7308	triêù	1
mùa	7186	muà	37
quản	7141	qủan	1
Ðại	7136	Ðaị	1
đoàn	7105	đòan	31
toán	7000	tóan	24
mùi	6908	muì	1
xấu	6889	xâú	3
chùa	6853	chuà	21
diệu	6840	dịêu	1
hứa	6779	hưá	10
rối	6626	rôí	1
trại	6598	traị	3
đài	6570	đaì	1
dược	6408	dựơc	1
tàu	6399	taù	3
vượt	6325	vựơt	1
hoài	6312	hòai	26
thoại	6265	thọai	45
hưởng	6179	hửơng	1
thiện	6150	thịên	1
buộc	6114	bụôc	1
thúy	6047	thuý	912
hỏa	5892	hoả	1564
hoạt	5874	họat	49
họa	5859	hoạ	1435
lưỡi	5844	lươĩ	1
hiếu	5784	hiêú	2
nguyệt	5736	nguỵêt	3
ái	5731	aí	4
thoáng	5721	thóang	39
diệt	5570	dịêt	1
ước	5542	ứơc	1
lượt	5534	lựơt	1
đào	5413	đaò	1
hài	5379	haì	2
soái	5375	sóai	7
tòa	5214	toà	2364
phiền	5084	phìên	1
bấy	5017	bâý	1
nguyện	5013	nguỵên	1	ngụyên	1
trải	4978	traỉ	1
vườn	4930	vừơn	2
huyện	4846	huỵên	1
lừa	4820	lưà	2
giấc	4781	gíâc	1
Điều	4702	Đìêu	1
Được	4682	Đựơc	1
giản	4676	gỉan	1
thưởng	4653	thửơng	1
tùy	4639	tuỳ	1149
bụi	4635	buị	3
dịu	4598	diụ	4
lướt	4583	lứơt	1
chữa	4563	chưã	1
nhiệt	4487	nhịêt	2
dựa	4486	dưạ	4
hoạch	4344	họach	23
dầu	4340	dâù	1
đùa	4336	đuà	10
đoạt	4292	đọat	21
gửi	4259	gưỉ	2
sửa	4220	sưả	2
khiếp	4212	khíêp	1
tào	4196	taò	2
chuyến	4135	chuýên	1
oán	4037	óan	14
ruột	3921	rụôt	1
Điền	3859	Đìên	1
thước	3836	thứơc	2
đói	3833	đoí	1
bãi	3775	baĩ	3
lạy	3767	laỵ	1
ngụy	3739	nguỵ	428
điệu	3690	địêu	2
quỳ	3688	qùy	344
khoái	3670	khóai	37	khoaí	1
ào	3658	aò	2
mượn	3634	mựơn	1
kiểm	3588	kỉêm	3
Ðoàn	3563	Ðòan	2
múa	3548	muá	14
quận	3540	qụân	1
chứa	3522	chưá	8
khỏe	3520	khoẻ	1268
nảy	3464	naỷ	1
ngợi	3456	ngơị	4
quí	3450	qúi	144
thoảng	3378	thỏang	15
khuất	3216	khúât	3
lựa	3180	lưạ	1
rửa	3122	rưả	1
huệ	2994	hụê	3
lược	2990	lựơc	1
liều	2962	liêù	1
bạo	2949	baọ	1
thùy	2916	thuỳ	347
tuệ	2898	tụê	3
khóa	2890	khoá	1622
chửi	2822	chưỉ	1
cưới	2817	cứơi	1	cươí	1
loài	2798	lòai	11
đậu	2791	đâụ	32
giọt	2776	gịot	1
vẫy	2725	vâỹ	1
nhíu	2689	nhiú	1
dội	2688	dôị	1
ướt	2654	ứơt	2
trào	2647	traò	2
khoát	2617	khóat	18
giàu	2614	gìau	1
bồi	2583	bôì	2
khoác	2582	khóac	6
chìa	2569	chià	11
cưỡng	2566	cữơng	1
tỏa	2558	toả	791
giày	2554	gìay	1
phượng	2551	phựơng	6
cưỡi	2505	cữơi	1
hoành	2456	hòanh	9
Đoạn	2450	Đọan	11
rào	2433	raò	1
Đối	2354	Đôí	1
đồi	2328	đôì	1
dạo	2304	daọ	1
hủy	2294	huỷ	632
suýt	2269	súyt	8
thỏa	2262	thoả	800
ngưỡng	2229	ngữơng	1
giục	2219	gịuc	1
khoản	2199	khỏan	22
khoảnh	2192	khỏanh	8
giáng	2166	gíang	2
lều	2136	lêù	1
gậy	2120	gâỵ	1
giành	2120	gìanh	1
loáng	2078	lóang	1
kìa	2063	kià	22
thoái	2062	thóai	10	thoaí	1
huấn	2045	húân	1
thoải	2030	thỏai	9
bầy	2029	bâỳ	2
loạt	2009	lọat	13
Địa	1980	Điạ	8
gói	1970	goí	1
lụa	1969	luạ	3
ngào	1949	ngaò	3
gạo	1921	gaọ	1
rầu	1852	râù	1
dọa	1828	doạ	542
quỉ	1824	qủi	15
lường	1796	lừơng	3
cậy	1791	câỵ	8
úy	1781	uý	797
quạt	1775	qụat	1
béo	1692	beó	1
soát	1686	sóat	1
hoán	1686	hóan	9
đậy	1682	đâỵ	35
đĩa	1664	điã	10
soạn	1664	sọan	12
tọa	1627	toạ	442
toát	1616	tóat	8
mại	1603	maị	2
điển	1545	đỉên	1
ngửi	1536	ngưỉ	1
sầu	1484	sâù	1
quà	1479	qùa	10
sữa	1462	sưã	1
gián	1461	gían	1
quỳnh	1458	qùynh	2
huỳnh	1427	hùynh	7
choàng	1401	chòang	8
túy	1369	tuý	232
bừa	1367	bưà	1
tải	1357	taỉ	1
hoạn	1356	họan	14
lúa	1348	luá	4
hoại	1345	họai	11
tồi	1335	tôì	2
dượng	1331	dựơng	1
ải	1328	aỉ	21
búa	1296	buá	3
Đậu	1293	Đâụ	1
thuở	1288	thủơ	3
lóe	1279	loé	533
thoạt	1250	thọat	10
quì	1244	qùi	17
giã	1215	gĩa	8
xíu	1201	xiú	2
mồi	1153	môì	2
nghiệt	1129	nghịêt	1
xóa	1126	xoá	423
đoản	1125	đỏan	2
ủy	1117	uỷ	926
điếu	1097	điêú	1
ngoãn	1034	ngõan	2
khóe	1031	khoé	409
vía	1023	viá	1
choạng	1019	chọang	7
ngoái	1000	ngóai	5
cựu	958	cưụ	1
xoáy	948	xóay	3
vèo	939	veò	1
nhuệ	934	nhụê	6
loạng	927	lọang	1
chậu	911	châụ	6
nồi	903	nôì	1
choáng	883	chóang	7
rải	864	raỉ	1
nhoáng	855	nhóang	3
đóa	854	đoá	223
thụy	852	thuỵ	615
ngoạn	847	ngọan	2
hoãn	843	hõan	7
sủa	833	suả	1
Đứa	827	Đưá	2
rọi	812	roị	3
soạt	809	sọat	2
thiểu	803	thỉêu	1
cạo	790	caọ	7
còi	788	coì	1
kẹo	785	keọ	1
cỏi	768	coỉ	1
tiều	764	tiêù	1
lụy	759	luỵ	106
rùa	745	ruà	1
bịa	742	biạ	2
lũy	732	luỹ	192
tía	724	tiá	3
líu	716	liú	1
giùm	716	gìum	1
Ấy	705	Âý	1
tóe	684	toé	293
lìa	677	lià	15
bìa	667	bià	9
chĩa	663	chiã	1
quỹ	649	qũy	26
mỉa	648	miả	3
xào	647	xaò	1
vượng	642	vựơng	1
ngứa	641	ngưá	1
ruồi	632	ruôì	1
thóa	620	thoá	249
lịa	618	liạ	4
cựa	618	cưạ	1
ùa	617	uà	3
lậu	600	lâụ	6
chùi	577	chuì	2
khuỷu	575	khủyu	37	khuyủ	1
đìa	569	đià	3
huýt	569	húyt	4
trủy	565	truỷ	176
ứa	564	ưá	4
diều	564	diêù	1
nghía	559	nghiá	1
xỉa	558	xiả	1
bùa	553	buà	1
tủi	537	tuỉ	1
oải	524	ỏai	1
quạ	522	qụa	7
níu	518	niú	1
khoáng	512	khóang	2
ngõa	497	ngoã	89
chuối	481	chuôí	1
giàn	477	gìan	1
ngọa	475	ngoạ	37
quẻ	467	qủe	1
òa	465	oà	212
nhướng	462	nhứơng	1
trĩu	461	triũ	1
xúi	453	xuí	1
nguội	452	nguôị	2
giò	452	gìo	3
tụy	451	tuỵ	123
uẩn	440	ủân	1
xòe	435	xoè	171
xõa	422	xoã	79
lùa	413	luà	1
Ối	410	Ôí	2
huỵch	406	hụych	1
giụa	389	giuạ	5
bĩu	382	biũ	2
khoét	377	khóet	6
sảo	372	saỏ	63
toạc	367	tọac	1
lòa	367	loà	132
nhoẻn	365	nhỏen	2
duệ	362	dụê	3
đẩu	361	đâủ	17
khoán	360	khóan	10
ủa	355	uả	7
góa	353	goá	87
Ước	350	Ứơc	1
trụi	348	truị	1
thiển	340	thỉên	1
nhoài	336	nhòai	2
lựu	334	lưụ	1
trườn	332	trừơn	1
buýt	328	búyt	1
xuýt	326	xúyt	1
Đóa	319	Đoá	8
viền	319	vìên	1
nịu	310	niụ	1
chùy	310	chuỳ	92
dậu	309	dâụ	1
sùi	307	suì	2
lòe	295	loè	134
khỏa	295	khoả	91
quyện	291	quỵên	1
dìa	289	dià	2
tày	260	taỳ	1
nhòa	260	nhoà	116
thìa	259	thià	2
ướp	258	ứơp	1
khuỵu	257	khụyu	2
toái	253	tóai	3
dĩa	250	diã	7
chửa	250	chưả	13
tủy	247	tuỷ	47
choảng	238	chỏang	1
ngoèo	237	ngòeo	5
quỵ	232	qụy	19
toẹt	230	tọet	1
hòe	225	hoè	48
lóa	224	loá	105
giỗ	223	gĩô	1
bèo	223	beò	1
saunière	222	saunìere	2
cội	220	côị	1
xòa	218	xoà	72
láu	213	laú	1
hợi	213	hơị	4
toáng	210	tóang	2
lõa	207	loã	73
khoải	206	khỏai	7
chủy	204	chuỷ	93
đọa	202	đoạ	56
húy	202	huý	57
dụa	202	duạ	1
xoàng	201	xòang	1
loát	194	lóat	1
thủi	174	thuỉ	1
lụi	174	luị	8
túa	172	tuá	1
thửa	172	thưả	1
chìu	170	chiù	2
ngưòi	166	ngừoi	11
nguýt	165	ngúyt	3
úa	162	uá	1
sụa	160	suạ	2
oát	156	óat	1
úi	155	uí	2
ngƯỜi	154	ngỪƠi	1
nhải	153	nhaỉ	1
trụy	151	truỵ	34
thía	149	thiá	1
xoẹt	146	xọet	3
vại	143	vaị	2
trùy	141	truỳ	32
loãng	139	lõang	1
soạng	136	sọang	1
ngoạc	133	ngọac	1
quạng	132	qụang	1
tẹo	128	teọ	2
cạy	126	caỵ	1
sạo	124	saọ	14
ròi	117	roì	1
quĩ	117	qũi	3
ại	107	aị	10
thẹo	107	theọ	19
ngaỵ	104	ngạy	8
viển	102	vỉên	1
ngoẹo	101	ngoeọ	9
ẻo	100	eỏ	1
loét	99	lóet	1
chấu	98	châú	1
nhòe	96	nhoè	50
suỵt	89	sụyt	1
choán	89	chóan	2
xuốn	83	xúôn	1
nạo	83	naọ	1
ọe	82	oẹ	71
xoạt	80	xọat	1
taỵ	76	tạy	5
lữa	76	lưã	1
dúa	76	duá	3
nĩa	73	niã	2
ngoản	71	ngỏan	1
nhụy	70	nhuỵ	19
khụy	69	khuỵ	5
đưọc	68	đựoc	19
duyện	67	dụyên	1
nạy	65	naỵ	54
chóe	64	choé	46
thưở	61	thửơ	4
nhoàm	60	nhòam	1
lúy	58	luý	13
giạ	58	gịa	1
nhoẹt	56	nhọet	3
nhoạng	56	nhọang	1
truớc	55	trúơc	2
ỉa	54	iả	3
xía	54	xiá	1
haỵ	53	hạy	5
cùa	52	cuà	1
soóc	50	sóoc	1
nhầu	50	nhâù	1
thôị	49	thội	16
súy	49	suý	18
vùa	46	vuà	1
pichpuýt	46	píchpuyt	1
ngoải	42	ngỏai	1
xỏa	41	xoả	17
oách	39	óach	1
gầu	39	gâù	1
gassée	36	gasseé	2
chẩu	36	châủ	1
hảy	34	haỷ	2
mậy	32	mâỵ	1
rợi	31	rơị	4
cúa	31	cuá	1
toàng	29	tòang	1
nhaụ	28	nhạu	3
khủy	28	khuỷ	3
nhoét	26	nhóet	1
fiá	25	fía	2
kiạ	24	kịa	2
cưòi	24	cừoi	2
Ướt	23	Ứơt	1
saụ	23	sạu	8
rịa	21	riạ	1
ngịu	20	ngiụ	2
ngưởi	20	ngươỉ	4
ngóe	20	ngoé	11
baỵ	20	bạy	2
vĩa	19	viã	1
trưóc	19	trứoc	3
thiếm	19	thíêm	1
sậu	19	sâụ	2
Ðóa	18	Ðoá	1
táy	18	taý	1
austéclit	18	austeclít	3
dẩy	17	dâỷ	1
uých	16	úych	1
quạy	16	qụay	4	quaỵ	2
dưói	16	dứoi	1
bía	16	biá	2
buớc	16	búơc	1
thõa	15	thoã	6
họi	15	hoị	1
goài	15	gòai	1
chòe	15	choè	7
vụi	14	vuị	4
ngươị	14	ngượi	5
dóa	14	doá	2
đưòng	13	đừong	3
xùy	13	xuỳ	10
uýnh	13	úynh	1
thuột	13	thụôt	1
ngía	13	ngiá	2
kóong	13	koóng	5
họe	13	hoẹ	8
ừa	12	ưà	1
xổi	12	xôỉ	1
xoèn	12	xòen	1
coị	12	cọi	5
chóa	12	choá	2
xuý	11	xúy	3
thọi	11	thoị	1
thưòng	11	thừong	1
qụan	11	quạn	3
nọa	11	noạ	1
nơị	11	nợi	3
đẹo	10	đeọ	1
vòa	10	voà	4
tôỉ	10	tổi	6
toá	9	tóa	4
phoóc	9	phóoc	1
nhièu	9	nhieù	1
maỵ	9	mạy	7
khõe	8	khoẽ	1
eliézer	8	elíezer	1
chợi	8	chơị	1
chọe	8	choẹ	5
đièu	7	đìeu	1
tiệu	7	tiêụ	7	tịêu	1
saigòn	7	sàigon	3
iền	7	ìên	2
bưóc	7	bứoc	1
ựa	6	ưạ	1
ậu	6	âụ	1
ùy	6	uỳ	1
xuóng	6	xúong	1
uýtxki	6	úytxki	1
thựa	6	thưạ	2
thẻo	6	theỏ	1
nghoèo	6	nghoeò	1
mốli	6	môlí	4
kiả	6	kỉa	1
giài	6	gìai	1
chủi	6	chuỉ	1
chưỏng	6	chửong	1
chiệu	6	chiêụ	5
đựa	5	đưạ	1
vủa	5	vuả	1
tưóng	5	tứong	1
tưòng	5	từong	1
tõa	5	toã	1
pahỉ	5	pảhi	1
ngàoi	5	ngaòi	4
nghoảnh	5	nghỏanh	1
mưòi	5	mừoi	2
muạ	5	mụa	3
hịu	5	hiụ	1
hoáng	5	hóang	1
ơị	4	ợi	4
tưỏng	4	tửong	1
quyét	4	quýet	2
philỉ	4	phỉli	2
nhỉên	4	nhiển	1
nguòi	4	ngùoi	1
mỉni	4	minỉ	1
maụ	4	mạu	2
luộn	4	lụôn	1
lièn	4	lìen	1
kệu	4	kêụ	1
ià	4	ìa	1
hữư	4	hưữ	1
gạy	4	gaỵ	1
gáic	4	gaíc	1
giêrỵ	4	giệry	1
cưứ	4	cứư	2
chựa	4	chưạ	2
bíli	4	bilí	3
đụa	3	đuạ	1
đạu	3	đaụ	1
àno	3	anò	1
xoé	3	xóe	1
vuỉ	3	vủi	1
toẹ	3	tọe	3
thưọng	3	thựong	1
saị	3	sại	1
oé	3	óe	1
nưóc	3	nứoc	1
nòa	3	noà	2
noócmăng	3	nóocmăng	1
nhiến	3	nhíên	1
nghĩu	3	nghiũ	1
mổli	3	môlỉ	2
huỵ	3	hụy	1
gìêry	3	giềry	2	giêrỳ	1
giéry	3	gierý	1
cuảa	3	củaa	3
chuỵen	3	chuyẹn	3
bilỉ	3	bỉli	1
đuội	2	đuôị	2
yệu	2	ỵêu	1	yêụ	1
xâỵ	2	xậy	2
xoaỵ	2	xoạy	1
tưọng	2	tựong	1
thũy	2	thuỹ	1
taỷ	2	tảy	1
quẹn	2	qụen	1
quẹ	2	qụe	1
quạo	2	quaọ	1
phiíi	2	phiií	1
philí	2	phíli	2
philì	2	phìli	1
oaríeđa	2	oarieđá	1
oariẹđa	2	oạrieđa	1	oarieđạ	1
oarièđa	2	oarìeđa	2
nóoi	2	noói	1
née	2	neé	1
nhiêụ	2	nhiệu	2
ngưồi	2	ngừôi	1
nghóe	2	nghoé	1
naà	2	nàa	1
mộli	2	môlị	1
kunạđu	2	kụnađu	2
khọa	2	khoạ	1
khảong	2	khaỏng	1
hõa	2	hoã	1
hiẹn	2	hịen	1
gỉêxica	2	giểxica	1
dzià	2	dzìa	2
côrôbôrỉ	2	côrổbôri	1
cuọc	2	cụoc	1
chụa	2	chuạ	2
chitaỉi	2	chitaiỉ	1
aù	2	àu	2
đạon	1	đaọn	1
đàon	1	đaòn	1
óa	1	oá	1
ìo	1	iò	1
xômơcxét	1	xômớcxet	1
xuổi	1	xuôỉ	1
vâtỵ	1	vậty	1
voé	1	vóe	1
uytáliba	1	úytaliba	1
uvtalibá	1	uvtalíba	1
tớii	1	tơíi	1
triẹu	1	trịeu	1
toẻ	1	tỏe	1
thẻe	1	theẻ	1
thíach	1	thiách	1
thìi	1	thiì	1
thiếi	1	thiêí	1
quỷvương	1	qủyvương	1
quyèn	1	quỳen	1
nuội	1	nuôị	1
nhêìu	1	nhềiu	1
ngựoc	1	ngưọc	1
ngòa	1	ngoà	1
ngoè	1	ngòe	1
nagỳ	1	nàgy	1
mươị	1	mượi	1
méttecnich	1	mettécnich	1
mâí	1	mấi	1
lọoc	1	loọc	1
loẻ	1	lỏe	1
kunãđu	1	kũnađu	1
kunađú	1	kúnađu	1	kunáđu	1
khơị	1	khợi	1
khòan	1	khoàn	1
kháot	1	khaót	1
khoè	1	khòe	1
khaị	1	khại	1
hỏe	1	hoẻ	1
giêrý	1	gíêry	1	giếry	1
gaím	1	gáim	1
côrốbôri	1	cốrôbôri	1
coọc	1	cọoc	1
coá	1	cóa	1
chũu	1	chuũ	1
cahỵ	1	cạhy	1
băán	1	bắan	1
boócđô	1	bóocđô	1
bilì	1	bìli	1
bexì	1	bèxi	1
arisuýe	1	arisuyé	1
apuleé	1	apulée	1
aaìii	1	aaiìi	1
